Business Name,Full Name,First Name,Last Name,Street Address,State,Zip,Description,Phone Number,Phone Number 1,Email,Business_Site,Social_Media,Category,Rating,Reviews,Source_URL,Detail_Url,Services,Latitude,Longitude,Occupation,Phone_Type,Lead_Source,State_Abrv,State_TZ,State_Type,SIC_Sectors,SIC_Categories,SIC_Industries,NAICS_Code,Quick_Occupation
Kermath Realty,Jeff Kermath,Jeff,Kermath,490 Hunters Crest,,,,888-909-5478,,,,,,,,www.NortheasternMichiganBoard.com,,,,,Realtor,,NortheasternMichiganBoard,,,,,,,,
Legacy Real Estate,Jim Vanas,Jim,Vanas,123 W Main Street,,,,,,,,,,,,www.NortheasternMichiganBoard.com,,,,,Realtor,,NortheasternMichiganBoard,,,,,,,,
"MI Real Estate Services
LLC",Donna Browne,Donna,Browne,3870 E Herrick Rd,,,,,,,,,,,,www.NortheasternMichiganBoard.com,,,,,Realtor,,NortheasternMichiganBoard,MI ,,,,,,,
Morris Richardson Real Estate,Greg Morris,Greg,Morris,3148 W M-55,,,,989.345.2828,,,,,,,,www.NortheasternMichiganBoard.com,,,,,Realtor,,NortheasternMichiganBoard,,,,,,,,
Northern Exposure Realty,Sharon Durfee,Sharon,Durfee,404 Ray Rd,,,,989.821.7715,,,,,,,,www.NortheasternMichiganBoard.com,,,,,Realtor,,NortheasternMichiganBoard,,,,,,,,
"Northern Lakes
Properties",Larry Wallace,Larry,Wallace,2919 W Houghton Lake Drive,,,,,,,,,,,,www.NortheasternMichiganBoard.com,,,,,Realtor,,NortheasternMichiganBoard,"MI 
48629",,,,,,,
"Olsen Independent Real Estate, LLC",Audrey Olsen,Audrey,Olsen,3579 W Huron Rd,,,,989.846.0013,,,www.OlsenIndependentRealEstate.com,,,,,www.NortheasternMichiganBoard.com,,,,,Realtor,,NortheasternMichiganBoard,,,,,,,,
"Parker Mae, LLC",Steve Loomis,Steve,Loomis,227 N 3rd Street,,,,,,,,,,,,www.NortheasternMichiganBoard.com,,,,,Realtor,,NortheasternMichiganBoard,MI,,,,,,,
Perfect Landing Real Estate,Anne Giori,Anne,Giori,125 Birch Street,,,,989.362.3300,,,www.PerfectLanding.org,,,,,www.NortheasternMichiganBoard.com,,,,,Realtor,,NortheasternMichiganBoard,,,,,,,,
Peyton Properties LLC,Dawn Peyton,Dawn,Peyton,305 S McEwan,,,,,,,,,,,,www.NortheasternMichiganBoard.com,,,,,Realtor,,NortheasternMichiganBoard,MI ,,,,,,,
"Real Estate One of
Gladwin",Diane Anderson,Diane,Anderson,1005 N State Street,,,,,,,,,,,,www.NortheasternMichiganBoard.com,,,,,Realtor,,NortheasternMichiganBoard,MI ,,,,,,,
"Real Estate One Northeast
- Oscoda",Lori Stephan,Lori,Stephan,406 S State,,,,,,,www.reomich.com/oscoda,,,,,www.NortheasternMichiganBoard.com,,,,,Realtor,,NortheasternMichiganBoard,MI ,,,,,,,
"Real Estate One Northeast
- Tawas City",Lori Stephan,Lori,Stephan,502 W Lake Street,,,,,,,,,,,,www.NortheasternMichiganBoard.com,,,,,Realtor,,NortheasternMichiganBoard,MI ,,,,,,,
"Real Estate One West
Branch",Janet King,Janet,King,3250 S Ogemaw Trail,,,,,,,,,,,,www.NortheasternMichiganBoard.com,,,,,Realtor,,NortheasternMichiganBoard,MI,,,,,,,
Red Bell Real Estate,Jeffrey Jonas,Jeffrey,Jonas,21906 Garrison,,,,313.274.7130,,,,,,,,www.NortheasternMichiganBoard.com,,,,,Realtor,,NortheasternMichiganBoard,,,,,,,,
Rose City Realty,Annette Turcott,Annette,Turcott,2137 N M-33,,,,989.685.2413,,,,,,,,www.NortheasternMichiganBoard.com,,,,,Realtor,,NortheasternMichiganBoard,,,,,,,,
Scofield Real Estate,Darlene Leiva,Darlene,Leiva,102 E Main,,,,,,,www.ScofieldRealEstate.com,,,,,www.NortheasternMichiganBoard.com,,,,,Realtor,,NortheasternMichiganBoard,MI ,,,,,,,
Smart Real Estate,David Nagy,David,Nagy,PO Box 1195,,,,,,,,,,,,www.NortheasternMichiganBoard.com,,,,,Realtor,,NortheasternMichiganBoard,,,,,,,,
Sterling Properties,Mark Sterling,Mark,Sterling,225 Newman,,,,989.362.4585,,,www.MarkSterlingRealtor.com,,,,,www.NortheasternMichiganBoard.com,,,,,Realtor,,NortheasternMichiganBoard,,,,,,,,
Target Real Estate Company,Kimberly Lingo,Kimberly,Lingo,701 W Bay,,,,989.362.4400,,,www.TargetRealEstate.com,,,,,www.NortheasternMichiganBoard.com,,,,,Realtor,,NortheasternMichiganBoard,,,,,,,,
Tawas Team Realty,Lou Eisbrenner,Lou,Eisbrenner,120 Newman,,,,989.284.3029,,,,,,,,www.NortheasternMichiganBoard.com,,,,,Realtor,,NortheasternMichiganBoard,,,,,,,,
"Tawas Sunshine Realty Co., Inc.",Craig McMurray,Craig,McMurray,1146 W Lake (US-23),,,,989.362.3401,,,www.Sunshine-Realty.com,,,,,www.NortheasternMichiganBoard.com,,,,,Realtor,,NortheasternMichiganBoard,,,,,,,,
Welcome Home Realty,Tom Arthur,Tom,Arthur,2916 Oakhaven Ct,,,,989.460.4663,,,,,,,,www.NortheasternMichiganBoard.com,,,,,Realtor,,NortheasternMichiganBoard,,,,,,,,
Wiltse Realty,Robert Wiltse,Robert,Wiltse,319 S Main Street,,,,,,,,,,,,www.NortheasternMichiganBoard.com,,,,,Realtor,,NortheasternMichiganBoard,MI ,,,,,,,
